id,user,correct_cnt,level
0,koosaga,8842,30
1,dotorya,7486,27
2,xiaowuc1,6246,30
3,cki86201,5900,30
4,portableangel,5771,24
5,chogahui05,5110,24
6,jh05013,4845,28
7,kyo20111,4134,26
8,jhnah917,4026,30
9,ainta,3989,30
10,snrnsidy,3895,24
11,cheetose,3871,27
12,h0ngjun7,3831,26
13,jjwdi0,3826,26
14,kajebiii,3764,26
15,thenitromefan,3740,19
16,zych1751,3582,24
17,scvhero,3491,18
18,YunGoon,3438,23
19,Green55,3374,24
20,semteo04,3264,25
21,august14,3236,27
22,kks227,3225,25
23,rkm0959,3213,28
24,subinium,3201,22
25,pichulia,3194,28
26,hellogaon,3090,24
27,kesakiyo,3081,23
28,goooora,3078,22
29,ntopia,2982,25
30,palilo,2959,24
31,ae04071,2888,26
32,jinhan814,2795,24
33,Juno,2742,26
34,hyakintoss,2731,21
35,citizen,2726,21
36,baactree,2703,24
37,adh0463,2687,22
38,shareshate,2657,18
39,doju,2643,25
40,alex9801,2594,25
41,yclock,2586,28
42,shiftpsh,2584,25
43,3587jjh,2550,22
44,khj94811,2538,22
45,jwvg0425,2533,25
46,movie_jo,2513,21
47,rdd6584,2512,25
48,Nada,2499,23
49,djm03178,2483,24
50,sait2000,2408,26
51,compilers,2374,19
52,wowoto9772,2353,22
53,sebinkim,2347,28
54,jame0313,2329,22
55,exponential_e,2324,21
56,kjp4155,2318,25
57,tony9402,2295,23
58,kdh9949,2289,26
59,tpdnjs94,2238,22
60,MenOfPassion,2237,23
61,klimmek55,2232,24
62,Lawali,2166,28
63,yys11631,2157,22
64,lastknight00,2147,21
65,edenooo,2139,26
66,cokcjswo,2104,22
67,dtc03012,2100,24
68,jason9319,2055,22
69,dwax1324,2054,19
70,joonas,2015,21
71,gktgnjftm,2013,20
72,juseong,1981,22
73,kipa00,1974,24
74,jsa3824,1971,21
75,singun11,1969,20
76,ho94949,1962,25
77,lobo_prix,1961,24
78,yooshnn,1959,21
79,tnsgh9603,1944,17
80,shmallow,1936,21
81,unused,1929,25
82,WeissBlume,1915,24
83,csehydrogen,1911,20
84,qja0950,1903,23
85,yukariko,1903,21
86,lky7674,1868,24
87,fromis_9,1838,21
88,orihehe,1828,24
89,newdeal,1826,22
90,raararaara,1826,24
91,sujin,1815,25
92,dlwocks31,1813,23
93,bupjae,1810,21
94,ruz,1809,23
95,tkdgns685,1807,22
96,happiness96,1801,17
97,evenharder,1783,25
98,myungwoo,1777,25
99,cs71107,1770,27
100,solarmagic,1759,24
101,gumgood,1747,24
102,clrmt,1731,20
103,uk7880,1730,18
104,tncks0121,1722,23
105,gojib2002,1719,22
106,semteo,1711,24
107,kcm1700,1704,25
108,zigui,1701,26
109,ehdrmsl2001,1696,15
110,imsehwan,1695,16
111,gunwookim,1687,27
112,edecudo,1682,19
113,exqt,1682,24
114,songuno1,1680,19
115,onjo0127,1676,28
116,tjrwodnjs999,1642,21
117,myungum,1640,21
118,ks9509,1628,22
119,BaaaaaaaaaaarkingDog,1615,23
120,Apple_Cplus,1596,21
121,milkclouds,1595,23
122,lyzqm,1593,21
123,kimchist,1592,17
124,malratz,1572,19
125,sys7961,1553,23
126,functionx,1543,26
127,hello70825,1542,20
128,jeong,1541,22
129,leecs0503,1540,24
130,sunhong,1532,18
131,spectaclehong,1524,26
132,denniskim,1510,23
133,pch6828,1503,23
134,malkoring,1497,18
135,sslktong,1494,22
136,hyo123bin,1489,22
137,minchae2930,1488,19
138,kth,1488,17
139,mksmk606,1482,21
140,san9407,1479,21
141,young920503,1477,16
142,krhyunsoo,1474,16
143,hithere314,1474,17
144,kazel,1474,24
145,anjupiter,1468,19
146,namnamseo,1467,25
147,jaehoo1,1464,13
148,cgiosy,1447,27
149,ainch96,1440,23
150,ksj614,1430,15
151,inhau,1421,15
152,gratus907,1407,24
153,ganghe74,1401,22
154,pps789,1395,24
155,djs100201,1392,21
156,njchung99,1391,23
157,kohandy,1386,23
158,imeimi2000,1382,28
159,201023777,1380,17
160,kdr06006,1379,22
161,hibye1217,1374,21
162,seuha516,1374,21
163,dofwk1526,1370,18
164,Acka,1370,22
165,jthis,1369,28
166,comseung18,1366,20
167,ik_e,1366,20
168,wlxyzlw,1365,20
169,lety,1362,20
170,njw1204,1349,20
171,iknoom1107,1346,22
172,lakshimi,1344,18
173,choiking10,1343,21
174,usj0119,1342,15
175,ploffer11,1338,24
176,sbjwin,1335,22
177,eaststar,1334,24
178,iljimae,1333,20
179,faang12594,1331,12
180,dlftls38,1331,20
181,sm970124,1330,22
182,ggj06281,1320,21
183,qwe123rt45,1320,19
184,dogdriip,1320,20
185,kimhunsu96,1320,17
186,riew610,1320,18
187,hyunynim,1318,19
188,sogangcse,1318,21
189,y305205,1315,20
190,zagabi,1313,20
191,devbelly,1313,21
192,bakpark,1306,22
193,ekwoo,1305,21
194,khsoo01,1302,25
195,henry1214,1301,16
196,fbdp1202,1300,20
197,drwolf1999,1300,22
198,wbcho0504,1297,22
199,p_0,1291,24
200,sky1357,1289,19
201,wjdtmdrbs88,1289,17
202,degurii,1282,19
203,dlwodnsdl,1282,20
204,TAMREF,1282,26
205,wjdclgns12,1282,24
206,wkd48632,1275,18
207,petil777,1272,22
208,yongjun18,1269,22
209,jooncco,1265,16
210,kookmin20103324,1264,18
211,ychangseok,1261,16
212,luckydyu,1253,16
213,sw6448,1253,20
214,cprayer,1251,20
215,upple1,1251,21
216,79brue,1249,26
217,windflower,1248,22
218,gglifer,1248,16
219,isku,1245,20
220,Coxie,1242,23
221,vjerksen,1241,18
222,waylight3,1235,18
223,ckdgus2482,1235,18
224,runnie0427,1231,21
225,lycka,1230,17
226,bongssi,1225,20
227,hongjg3229,1222,22
228,egod1537,1214,23
229,f52985,1213,20
230,mitnegativeinfinity,1203,28
231,thak00,1203,21
232,wlsth1004100,1201,22
233,ksh021144,1200,18
234,sky0331,1198,19
235,zxcvber,1195,20
236,quarter814,1195,13
237,holenet,1192,18
238,skcom,1191,16
239,umrhiumrhi,1186,15
240,p_ce1052,1186,21
241,jung2381187,1185,20
242,jmkk27,1184,18
243,chiller123,1184,18
244,king7282,1174,23
245,puzzledpublic,1173,18
246,kkw564,1172,20
247,jihoon,1171,23
248,minjun623,1169,16
249,scw1130,1169,24
250,tlsdydaud1,1166,22
251,game2k,1165,18
252,oldos,1164,16
253,baekjoon,1164,19
254,deuslovelt,1162,22
255,algoshipda,1159,21
256,poketred12,1158,20
257,kimjihoon,1156,24
258,busyhuman,1154,19
259,junie,1153,24
260,bone,1152,21
261,rlaeogh89,1151,18
262,choyi0521,1150,23
263,kalmiaa,1149,21
264,dlstj0923,1147,20
265,putdata,1146,18
266,grands,1146,20
267,david9224,1145,22
268,rubix,1144,23
269,pjh9996,1144,21
270,jh20s,1143,21
271,hihihi,1141,19
272,hahaha,1136,20
273,dlfgh159,1134,19
274,pazu0522,1132,10
275,chan4928,1131,21
276,bsyun0571,1131,17
277,huisleee,1129,17
278,gyuho965,1129,18
279,dw1028,1127,15
280,pjshwa,1127,20
281,cea,1125,20
282,flflds0811,1124,20
283,mjhmjh1104,1123,24
284,seojeongwook2,1121,18
285,wookje,1120,22
286,18sht1710,1119,21
287,sgc109,1119,22
288,pjh6792,1118,22
289,mwy3055,1118,19
290,yu0524,1117,22
291,worn1215,1116,18
292,prarie,1113,21
293,yjyj1027,1113,22
294,kyeongyong1,1112,19
295,wjsqjawns,1111,21
296,lemidia,1105,17
297,koko514,1099,20
298,hjbang,1098,17
299,chungma900,1098,19
300,gallopsys,1096,15
301,gs15120,1090,23
302,Kdogs,1089,16
303,hagtfms,1089,15
304,silvercube,1088,20
305,purelipss,1085,20
306,hansc0320,1084,22
307,sean9892,1082,24
308,caritas1996,1079,21
309,klight1994,1079,20
310,Diuven,1078,25
311,shjgkwo,1076,24
312,tongnamuu,1076,20
313,dreammusic23,1074,16
314,okt1995,1073,15
315,stonejjun03,1072,26
316,jongwook123,1071,19
317,tpwls1213,1071,20
318,heiler,1071,23
319,noru0114,1070,16
320,tjddus3074,1069,15
321,crasy111,1067,18
322,mantissa,1063,18
323,luke0201,1063,18
324,nlkey2022,1062,18
325,qwebnm7788,1062,20
326,zvxc222,1060,16
327,convert7342,1060,18
328,tg314,1060,22
329,jaydoubluel,1059,26
330,glanceyes,1054,21
331,kimsy96,1053,17
332,he1fire,1048,16
333,ljk0411jg,1047,18
334,rlatkddn212,1045,19
335,waninoko,1044,16
336,lekonell,1043,15
337,sochun1518,1043,18
338,jiwon9187,1040,16
339,pdm0205,1036,16
340,juchan1220,1036,20
341,woong10sae,1034,19
342,chsun0303,1033,15
343,fredhur,1032,16
344,james66won,1031,15
345,Picasso,1031,20
346,lsn1106,1028,21
347,eota,1026,12
348,topology,1026,25
349,gomyk12,1025,18
350,chris2tg,1025,24
351,yhytoto12,1022,20
352,eric00513,1019,21
353,tolelom,1019,16
354,applebuddy,1019,16
355,wnsqlehlswk,1018,19
356,se93wo,1017,17
357,man_of_learning,1017,22
358,chatterboy,1017,19
359,steeveelee2,1015,13
360,harinboy,1013,25
361,kjh9267,1012,17
362,smu201111192,1010,23
363,0917jong,1007,18
364,tlwpdus,1007,27
365,jaimemin,1007,18
366,whdgurclzls,1007,18
367,twinparadox,1005,17
368,dongwoo338,1005,20
369,leeju1013,1004,15
370,sbrus_1213,1004,21
371,tinyfrog,1003,16
372,annaria,1003,23
373,hakgb11,1003,18
374,sean617,1001,21
375,gjdms611,1000,18
376,dj035,1000,22
377,imax,999,17
378,sjsjsj1246,998,16
379,lovinix,997,22
380,ray5273,996,18
381,blutics,995,15
382,cozyyg,994,21
383,tjdwo5313,994,18
384,surung9898,991,17
385,skdudn321,989,20
386,geon08,988,20
387,dbtlwns,987,18
388,xowns9418,984,16
389,4011hjs,983,19
390,ohtuna,981,16
391,tlsrudejr123,980,17
392,greenblatt,979,21
393,didwlvv,978,17
394,onnoo,975,14
395,hp3265,974,13
396,so4644009,974,18
397,yuseok89,971,18
398,dranger97,969,15
399,seastar105,969,25
400,ansemddl97,969,24
401,rhksdn6227,968,21
402,hsu2016,968,15
403,extra1563,967,18
404,arnold518,966,30
405,cedar0,965,14
406,dlaud5379,965,18
407,wyldecat,963,19
408,veydpz,962,16
409,qkrclrl701,961,16
410,peter1201,961,20
411,foryou1006ll,961,22
412,hschoi1104,960,19
413,rhs0266,960,25
414,wider93,960,22
415,39dll,959,21
416,dj910401,959,17
417,panda959595,959,20
418,sgchoi5,956,15
419,brcps12,952,21
420,cake_monotone,949,22
421,psst54,948,18
422,tearsmore,948,15
423,plzrun,948,19
424,xcrypt0r,947,12
425,powerkim417,945,15
426,wxogus25,945,18
427,skynet,945,18
428,scared22,945,17
429,ehddml3,945,20
430,kth990303,943,20
431,ivymso13,943,20
432,aru0504,942,17
433,khsh5592,942,17
434,lll4592,942,19
435,dth04019,941,18
436,gydbslove,940,19
437,leejseo,938,26
438,dadada2413,937,22
439,corea,936,18
440,backjun,935,18
441,kyujeong,934,17
442,suhgyuho,934,23
443,lego0901,934,25
444,b8goal,933,17
445,solft,932,15
446,david1403,932,19
447,lg970325,930,19
448,zmtn94,929,18
449,pda_pro12,929,17
450,yjun,927,15
451,qorrhktk66,927,12
452,naneun,926,22
453,claor123,924,17
454,whquddn55,924,20
455,urd05,922,26
456,GGuu,921,17
457,alsidnf,919,22
458,knon0501,918,26
459,scka,917,20
460,isac322,917,17
461,sh0416,916,18
462,heeda0528,914,21
463,exupery,914,19
464,yeongjae8066,911,16
465,s0j0s,910,15
466,soo7652,910,17
467,ydk1104,910,19
468,kcan1416,910,23
469,zidarn,908,14
470,minpago,907,21
471,heo122,905,17
472,wogus23,905,16
473,dart,904,18
474,tyoungs,904,22
475,gugudan,904,15
476,se1620236,903,16
477,opera_tive,901,12
478,kimyh9797,901,21
479,rbtmd1010,901,16
480,tofhddl9,901,18
481,wonsik,901,18
482,badit,900,16
483,vega,900,17
484,rueng564,899,17
485,gaelim,898,19
486,tkqlzz,897,17
487,seonh4996,897,20
488,ca00229,896,16
489,ryuwhale95,894,14
490,shyram,894,20
491,barcelonamessi,894,17
492,beenpow,893,18
493,whdnddh,892,17
494,tjqtjq0516,892,20
495,upsk1,892,17
496,yaachi,891,21
497,lee107601d,891,19
498,cseteram,888,16
499,HowlingOfSouL,888,16
500,naldo,887,15
501,jangzzang,887,20
502,steve11344,887,19
503,ggbbng,886,17
504,smilu2245,886,24
505,skeep194,885,21
506,herdson,884,19
507,hide_on_bronze,883,10
508,sys0927,883,19
509,123jhlee,882,19
510,tdm1223,882,15
511,gumdung,882,17
512,anima94,878,18
513,sksdong1,878,20
514,axcee,877,16
515,jjim9417,877,14
516,psi0613,877,19
517,sunga201,876,18
518,park780172,873,18
519,kdk8361,870,19
520,aig0016,869,19
521,gdfssd,868,15
522,cbkpar,867,15
523,powdragon1,866,13
524,zeikar,865,16
525,ufoet,864,20
526,dlehgns011,864,16
527,rhdqor213,864,19
528,y103kim,863,19
529,woonikim,863,21
530,jinjh0707,863,19
531,wiz9243,863,18
532,snowchori,862,14
533,vhxpffltm,861,16
534,unilep,860,16
535,forget1026,860,18
536,pica4500,860,20
537,djqtdjehfdkrk,859,15
538,index,858,19
539,hist0613,858,15
540,cko301,857,18
541,smmaker118,857,20
542,minjea917,856,15
543,woolim,855,23
544,csh519,854,15
545,asm9677,854,21
546,scintillator,853,13
547,neomind75,853,13
548,djghdy,851,18
549,junsu1023,849,11
550,alohajm,849,20
551,khj878,848,13
552,hos921019,847,15
553,asdjke,846,21
554,bcc0830,844,20
555,juhongkim2,844,20
556,9507ym,844,21
557,yaji0510,841,16
558,zlzmsrhak,840,22
559,shg9411,840,19
560,snapflip20,837,18
561,greedev,837,25
562,mystika,836,16
563,magic4424,833,17
564,keunbum,833,19
565,jjhhkim,832,13
566,zayne,831,18
567,tae826,829,22
568,tmd3282,829,20
569,hbk388,829,18
570,ghdic,827,19
571,hj_d,827,17
572,mic1021,827,20
573,kjo7811,827,17
574,pyw0564,826,17
575,srand,825,17
576,sg1774,825,15
577,skygarlics,825,13
578,altair2713,824,20
579,oree2113,823,24
580,kimyeonwoo0506,822,14
581,qktlf789456,822,16
582,wnsgur9648,821,15
583,occidere,821,15
584,jabbong,818,18
585,qkqhxla1,817,16
586,yajungi,814,19
587,minigimbob,813,18
588,tjwjdgjs22,813,19
589,dkim,811,13
590,heize,809,19
591,whdgnsdl887,807,18
592,jks4745,806,17
593,seong2035,805,18
594,heon24500,804,14
595,jbkmath48128,803,21
596,hhj1221,803,15
597,leechhe,803,16
598,goodlucky00,803,15
599,jang010505,803,17
600,kepler186f,801,13
601,typhoon,801,17
602,rnjstpgns91,799,16
603,chlwnsgud7,798,20
604,2005rladudwo,797,13
605,xhdxhl,797,15
606,tmdghks944,797,16
607,serity,797,19
608,corea_kyj,797,17
609,suhangr,796,19
610,sohj94,795,15
611,gyunghoe,795,19
612,wjdrkrwnd,795,20
613,3038ksh,795,16
614,katecode,794,17
615,ansol4328,793,24
616,shfshfdl,793,17
617,kims1901,792,15
618,jeongdongha,791,17
619,Rose,791,19
620,shw2495,790,16
621,sk7755,790,17
622,spat,789,19
623,ha_ram,788,19
624,seok9311,788,15
625,truthseeker,788,16
626,sj6188,787,18
627,chltmdals111,787,14
628,andy627,787,21
629,cnrywjd11,787,18
630,dkw01015,786,12
631,0218jhlee,786,18
632,houma757,786,15
633,st42597,783,19
634,cuhcuh1,783,16
635,gloomy_sunday,783,20
636,kwan765,783,17
637,b0n0b0n0,782,16
638,wooaaa,782,18
639,aloha_seungwon,782,21
640,rootsquare,781,17
641,artichoke42,781,23
642,kimkh7534,781,16
643,mracmicpc,780,17
644,zulight,780,16
645,jhwest2,780,24
646,pentagon03,780,24
647,kkt89,779,20
648,cmkang8128,779,17
649,beginner1234,779,20
650,ydj2030,778,18
651,kthss01,778,14
652,chiseungii,778,14
653,jumpingz,778,17
654,eldsg,778,17
655,jdj1211,777,17
656,arhbit,776,16
657,shnam28,776,21
658,20183016,776,15
659,erolf0123,774,19
660,measurezero,773,19
661,906bc,773,15
662,akaishuichi,773,17
663,chojl1125,772,15
664,willi19,772,22
665,playsworld16,771,20
666,bill0714,771,17
667,skdty87,770,15
668,kadragon,769,15
669,chw0501,769,21
670,yongwhan,768,16
671,knslyr,768,18
672,sonjaewon,768,20
673,mbkim95,767,17
674,kshy9598,767,17
675,young3609,767,17
676,dreamsboat,767,20
677,crazymi,766,17
678,chosh95,766,16
679,cktmdgns,766,14
680,tat1218,765,19
681,shjohw12,765,22
682,mygumi,765,15
683,rstz,763,13
684,pipim468,763,19
685,jeongbeen,763,17
686,ahgus89,762,25
687,shinwoon,761,14
688,be_ok91,761,12
689,ksq111,761,14
690,Nyan101,758,21
691,ystaeyoon113,758,20
692,peter0708,757,20
693,bsgreentea,757,18
694,a891,756,15
695,lja9702,755,17
696,emoney96,755,19
697,junek3,754,19
698,hyida7,752,18
699,ymjoo12,752,19
700,qawbecrdtey,752,16
701,gi1dong2,751,16
702,SORINAMU,751,15
703,firacode,751,17
704,dpjungmin,750,21
705,k5nen,749,16
706,lktgt,748,17
707,cocogod,748,16
708,onlyhim,748,17
709,daepoid,747,15
710,wdj0729,747,14
711,showme011,747,17
712,tttuer,747,17
713,nahwasa,746,15
714,yukino,746,19
715,gse123,746,15
716,rasauq1122,746,19
717,riverlike14,745,15
718,lsh000805,745,18
719,isbidip,745,19
720,psychobabo,744,14
721,inc5025,744,16
722,jokerkwu,743,16
723,golazcc83,743,23
724,moa2app,742,13
725,zzapCoder,742,18
726,vumbumy,742,15
727,wjdgud0621,741,16
728,algogogo,741,19
729,cubalys,741,16
730,awdcgy,740,17
731,hacerrumbo,739,14
732,wpghks7,739,16
733,yeonjung0813,739,14
734,rickmccoy,738,19
735,jh280722,738,18
736,cmk5432,737,18
737,monch98,736,19
738,alex4409,735,21
739,Hibbah,735,17
740,leethyun,734,19
741,rkdalsdn7,733,17
742,zebra,733,18
743,skesswswkk,733,16
744,navata,731,14
745,mojing1597,731,15
746,rootcucu,730,15
747,curnurx,730,21
748,nosiar,729,17
749,leedongbin,729,21
750,yuiop8747,729,21
751,parameter,728,16
752,b5460881,727,18
753,dbflwla,727,18
754,kws04004,727,18
755,jjang36524,727,25
756,kwanghyunon,726,23
757,uyk0329,726,12
758,sunho0371,726,23
759,plm3332,724,17
760,hiasince12,723,15
761,candy,721,14
762,nuclear852,719,22
763,akim9905,719,20
764,kibbomi,718,19
765,starjrm00,717,15
766,112ckek,717,16
767,xloolx03,717,13
768,robustflame,717,19
769,kms9937,717,18
770,dnjs2113,717,17
771,hanjungv,716,15
772,recursive,716,16
773,hpk23,716,14
774,isalpha,715,18
775,maki90,715,14
776,flute999,714,15
777,helloworld123,714,16
778,CookieHCl,713,21
779,jjmjm2002,711,19
780,1207koo,711,21
781,zealtez,711,17
782,1111111111,708,19
783,jjongwuner,708,19
784,kingkk31,708,16
785,adamdoha,708,18
786,2468ab,708,19
787,opop20207,707,21
788,parkpkww,705,20
789,rhdmstjr,704,17
790,wh2per,704,17
791,sang7,704,18
792,gh5976,703,18
793,bmw777,703,22
794,genius_choi,703,14
795,kkgojn,702,14
796,namgod0649,702,17
797,mhkim4886,702,18
798,limssi,701,17
799,ssffwert,701,15
800,hun6728,700,15
801,jiho5993,700,17
802,ac259bj,699,15
803,sweatpotato,699,20
804,jow1025,699,15
805,joseph0528,699,21
806,junseo,699,24
807,dlalswp25,698,25
808,jwsnada,698,16
809,csh4096,698,19
810,qkdtmdeh,698,19
811,kimforstudy,697,14
812,ish333,697,16
813,leaps,697,19
814,julysum0706,697,16
815,akswnd98,696,20
816,anstjaos,696,17
817,bluefire,696,25
818,kinssang,695,20
819,logwns,695,17
820,0rch1d,695,18
821,dlqudrjs,694,16
822,mario34,694,20
823,somuch0321,694,15
824,HJY,694,21
825,leehosu01,694,19
826,cjmp1,693,19
827,kskim90,693,22
828,ncy09,693,20
829,zozond,693,16
830,lsh1oo4,693,15
831,gs18115,693,28
832,pce913,693,21
833,pasa3232,692,21
834,arjasc521,692,20
835,alohajihwan,692,18
836,kimhc72,691,21
837,nicegml,691,15
838,lomotos10,690,15
839,olbbemi,689,15
840,rosedskim,689,15
841,fumire,689,14
842,Conatuseus,688,15
843,sjh931125,688,19
844,msjeong,688,14
845,rycbar2592,688,16
846,judicat0r,687,15
847,tmdghks9574,687,16
848,hoxymola,687,17
849,kangbada0728,687,17
850,jhj967878,686,16
851,shie44167,686,17
852,coffeetea,685,18
853,namhong2001,684,20
854,nonassembly,684,15
855,luciaholic,684,17
856,chhun,684,17
857,ontael333,684,19
858,whoru,683,18
859,infoefficiency,683,17
860,wjdgur9534,682,15
861,snailgod86,682,13
862,chan120317,681,17
863,uss425,681,17
864,kwang0e,680,14
865,wonmo,680,19
866,cocobino,680,15
867,jak5022,680,19
868,birdy1229,679,16
869,rhksdlr134,679,15
870,kimyongdae,678,16
871,slimshady5,678,17
872,wjdwithyou,677,14
873,bibidi,677,17
874,cyk6545,677,18
875,starlett,677,17
876,ychooni,677,17
877,crypt9,677,20
878,ljiho1998,675,18
879,kangsw1025,675,17
880,loveyourself,674,18
881,haja,674,21
882,chhi0123,674,17
883,polohee81,674,18
884,oyu8201,673,19
885,q9922000,673,15
886,kjmin622,673,15
887,kangwlgns,673,19
888,codek,673,14
889,inju2403,673,18
890,tothesky7,672,18
891,pcj01142,672,17
892,gksmfwm1000,672,15
893,khk080618,671,21
894,cepiloth,671,13
895,phpmysql,670,15
896,azberjibiou,669,23
897,oct301,669,18
898,asdsa2134,669,17
899,nsj6646,669,17
900,cjypassion93,667,15
901,aj4941,667,18
902,kyitss,666,16
903,ls4154,666,20
904,potion,665,16
905,dkvmflzk98,665,19
906,kgstiger,665,18
907,139,665,16
908,hhhh1352,664,16
909,yohan5050,664,18
910,kim031504,663,15
911,renkousami,663,15
912,yhj010597,663,16
913,suji1802,663,16
914,gustn3065,663,17
915,pppgod,662,17
916,skyepodium,662,16
917,easter3163,661,17
918,coinchuu,660,12
919,enochjung,659,20
920,cwd0525,659,15
921,hoyasmh,658,14
922,bomeayo,658,17
923,5123khw,658,17
924,pcw109550,657,17
925,sky,657,22
926,noye,657,17
927,kioio5,657,16
928,jaeung95,656,17
929,iooqooo,656,20
930,jongheon0204,656,17
931,njh215,655,15
932,clifter0122,653,21
933,yj10516,652,23
934,ioskya,652,16
935,plenilune,652,18
936,roccokjs,651,12
937,benedict0724,650,22
938,readyq,649,16
939,tyle47,649,17
940,paraworld,649,17
941,jenny00513,648,19
942,kaskandk,648,15
943,akrja4,648,15
944,tmdahr1245,647,12
945,sunchol21,647,11
946,woojw911,647,15
947,dps2,647,17
948,sjy366,646,16
949,durano,646,18
950,kimdr123,646,14
951,pkiop,646,16
952,poljjak,645,17
953,chon_5,645,15
954,haung921209,645,15
955,nsjpys,645,15
956,moonhi123,645,14
957,pjh612,645,14
958,blackiron,645,16
959,yehyun,644,17
960,appleshy3205,644,15
961,qkrwjdfbf,644,20
962,wooljs,644,15
963,Joon,643,16
964,eldkqmfhf123,643,16
965,jonahan,643,16
966,shhj1998,643,19
967,xcm1321,642,13
968,ghssh1,642,17
969,hwon233,642,20
970,ukjinlee,642,16
971,wwiiiii,642,20
972,kyaryunha_cpp,641,21
973,codejin,640,13
974,minjae705,640,15
975,h0ng,640,17
976,hjhj97,640,19
977,woo960131,639,19
978,hani0714,639,16
979,amel,638,23
980,xgboost,638,16
981,dwgbjdhks,638,17
982,poohbilly2,637,17
983,htt0099,637,17
984,rain_maker,636,17
985,vividswan,636,17
986,ngd,635,22
987,average10,635,18
988,kt0900,635,14
989,lacrimak,634,18
990,kyun2024,633,16
991,bvba,633,17
992,ingyu1008,633,22
993,blackgt,632,13
994,martinok1103,632,18
995,02ek9fgurghyr845,632,11
996,rose0310,631,15
997,poirin,631,15
998,bnb2011,631,20
999,fuzzy,631,13
1000,cwa7510,631,13
1001,minjunkweon,631,18
1002,openingsound,631,20
1003,akane,630,15
1004,dotoleeoak,630,20
1005,112224,630,17
1006,yoonsang9114,630,18
1007,qjatn0120baek,629,22
1008,hanhb1011,628,15
1009,wogns1026,628,17
1010,ggi411,627,15
1011,dksu40,627,18
1012,q540jh,626,19
1013,nova9128,626,15
1014,daddy0h,625,16
1015,kdcal035,625,15
1016,si0sul,625,12
1017,choo0618,625,17
1018,dnjsdudals32,625,17
1019,tuscanigt,624,15
1020,previc1,624,20
1021,junghun1997,623,17
1022,hun222y,623,16
1023,d252b,622,13
1024,diadiadl,622,18
1025,ejnahc,622,15
1026,gauss148,621,20
1027,ace913,621,15
1028,knight7024,621,17
1029,ssyth19,620,16
1030,kimchangyoung,620,15
1031,mathdong01,619,20
1032,jwalag87,619,18
1033,ysc7064,619,17
1034,antdkfa,619,17
1035,hnsk2109,619,17
1036,paraeism,618,16
1037,qkrlwsnd,618,16
1038,dlwhd990,618,15
1039,gun2841,618,15
1040,lim551,618,22
1041,aza1200,618,17
1042,wintershadow,616,12
1043,himyu,616,25
1044,junsmilevv,616,17
1045,jigns153,616,16
1046,kthng,616,17
1047,dudn134,616,14
1048,hahawjstk,616,17
1049,bysu,616,18
1050,myeongbo123,615,19
1051,baekwoo,615,16
1052,yijw0930,615,22
1053,eovh1962,615,20
1054,dhyang24,614,14
1055,gs11008,614,20
1056,dixmw34,614,17
1057,ghals0654,614,18
1058,parkky,613,18
1059,pyoun6599,613,15
1060,drater,613,13
1061,wshin,613,19
1062,kimht0830,613,20
1063,dbckdgur12,613,15
1064,kmg8280,613,17
1065,dkrnfls,613,14
1066,acebroad,612,15
1067,cocomo1316,612,14
1068,qhwhehwh,612,17
1069,wnstjd13245,611,21
1070,ljoghe,611,16
1071,dmsghkp,610,17
1072,kwonhj0116,610,17
1073,esspks21,609,17
1074,pkc4913,608,16
1075,gjtmzltoa,608,16
1076,rkdxowhd98,608,20
1077,shvk54,608,18
1078,201313987,608,15
1079,chongal0128,607,15
1080,kisrin4319,607,15
1081,youk0273,606,17
1082,bannplayer,606,20
1083,kts1801,606,15
1084,behappyis,605,11
1085,jungh93,605,16
1086,godmoon00,605,15
1087,baegyu3,605,15
1088,kium100,605,17
1089,tmd3283,605,21
1090,overwatcher123,604,17
1091,dusdn10tkf,604,16
1092,hbwan1113,604,12
1093,osm1892,604,14
1094,hanwjdgh,604,18
1095,nealzane,603,20
1096,hshoon01,603,13
1097,gs16109,603,20
1098,taejin1221,603,17
1099,fafnir,603,19
1100,brown597,602,19
1101,zoskeksk,602,15
1102,minjae200,602,17
1103,ls123kr,602,18
1104,hazxz,602,18
1105,macracube92,601,10
1106,nisroeld99,601,16
1107,mathturtle,600,18
1108,rudghks1108,600,15
1109,yoonhs3434,600,14
1110,semtax,600,15
1111,applied7076,599,18
1112,c4big,599,17
1113,skrek269,599,16
1114,syol101,599,20
1115,michro1,598,14
1116,inhyuk05,598,18
1117,yomyom0824,598,17
1118,shinsy11,597,15
1119,llllilll,596,16
1120,zhsks528,596,15
1121,msbmkim,596,17
1122,hasw7569,596,19
1123,myHan,596,21
1124,pings,595,19
1125,hananakajima,595,15
1126,dldydrhkd,595,16
1127,starwarscks,595,18
1128,parksjin01,594,13
1129,cbs0615,594,20
1130,helloneo,593,14
1131,protalk,593,17
1132,kik3078,593,17
1133,koten9729,593,17
1134,fashion,593,17
1135,wooserk,592,16
1136,sjb1203,592,16
1137,cafemug,592,14
1138,qwerasdfzxcl,592,23
1139,kth004,592,18
1140,hyo01116,592,16
1141,kch1285,591,13
1142,sestrik,591,17
1143,tony0413,590,16
1144,doiiollo,590,17
1145,leeym95,590,18
1146,BothEarRim,589,15
1147,dowk0331,589,13
1148,airplane9876,589,19
1149,skeksk91,589,17
1150,ZZangZZang,589,17
1151,makerdark98,589,21
